Client_ID,Categoria,Subcategoria,Produto,Year,Month,Cidade,Valor,Volume
Client #413,XT660,Sub-Categoria 6,PDT167,2020,9,Cidade81,21016.35447,500 
Client #774,XT660,Sub-Categoria 6,PDT167,2020,9,Cidade10,13755.43728,360 
Client #1712,XT660,Sub-Categoria 6,PDT167,2020,9,Cidade110,3821.1432,100 
Client #1785,XT660,Sub-Categoria 6,PDT167,2020,10,Cidade85,9296.226885,260 
Client #324,XT660,Sub-Categoria 6,PDT167,2020,10,Cidade86,3821.1432,100 
Client #3363,XT660,Sub-Categoria 6,PDT167,2020,10,Cidade55,2985.623363,80 
Client #1333,XT660,Sub-Categoria 6,PDT167,2020,10,Cidade77,27510.85546,720 
Client #678,XT660,Sub-Categoria 6,PDT167,2020,10,Cidade86,6878.05776,180 
Client #1516,XT660,Sub-Categoria 6,PDT167,2020,10,Cidade110,764.1904295,20 
Client #2486,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade9,45537.77507,1320 
Client #1298,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade85,7259.818633,200 
Client #1298,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade85,12341.68785,340 
Client #1299,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade79,21779.44635,600 
Client #1269,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade2,18341.2581,480 
Client #324,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade86,3821.1432,100 
Client #2913,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade77,15284.34354,400 
Client #1037,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade52,21779.71382,600 
Client #1121,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade110,12227.63913,320 
Client #13,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade9,21779.71382,600 
Client #13,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade9,17423.55708,480 
Client #678,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade86,6495.933887,170 
Client #1749,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade74,10928.27277,260 
Client #1516,XT660,Sub-Categoria 6,PDT167,2020,11,Cidade110,764.2190873,20 
Client #3723,XT660,Sub-Categoria 6,PDT167,2020,12,Cidade2,390.9409401,1 
Client #3760,XT660,Sub-Categoria 6,PDT167,2020,12,Cidade36,8609.202513,1 
Client #874,XT660,Sub-Categoria 6,PDT167,2020,12,Cidade68,22671.28842,600 
Client #2429,XT660,Sub-Categoria 6,PDT167,2020,12,Cidade11,3398.869669,1 
Client #1522,XT660,Sub-Categoria 6,PDT167,2020,12,Cidade73,5032.510838,1 
Client #1121,XT660,Sub-Categoria 6,PDT167,2020,12,Cidade110,2000.318457,1 
Client #2243,XT660,Sub-Categoria 6,PDT167,2020,12,Cidade58,1727.457443,1 
Client #1333,XT660,Sub-Categoria 6,PDT167,2020,12,Cidade77,27369.07549,720 
Client #818,XT660,Sub-Categoria 6,PDT167,2020,12,Cidade86,17.22337239,1 
Client #2282,XT660,Sub-Categoria 6,PDT167,2021,2,Cidade10,116.4165543,1 
Client #987,XT660,Sub-Categoria 6,PDT167,2021,2,Cidade110,62.40185379,1 
Client #3173,XT660,Sub-Categoria 6,PDT167,2021,2,Cidade10,1552.143066,1 
Client #3246,XT660,Sub-Categoria 6,PDT167,2021,2,Cidade2,267.5286827,1 
Client #413,XT660,Sub-Categoria 6,PDT167,2021,2,Cidade81,184.4636074,1 
Client #1650,XT660,Sub-Categoria 6,PDT167,2021,2,Cidade93,4443.990491,1 
Client #3146,XT660,Sub-Categoria 6,PDT167,2021,4,Cidade57,44.37305858,1 
Client #3246,XT660,Sub-Categoria 6,PDT167,2021,4,Cidade2,6863.944058,1 
Client #1712,XT660,Sub-Categoria 6,PDT167,2021,5,Cidade110,765.0499533,1 
Client #2370,XT660,Sub-Categoria 6,PDT167,2021,6,Cidade40,702.4509655,1 
Client #3734,XT660,Sub-Categoria 6,PDT167,2021,6,Cidade110,445.3614212,1 
Client #3138,XT660,Sub-Categoria 6,PDT167,2021,6,Cidade110,15031.35567,1 
Client #3528,XT660,Sub-Categoria 6,PDT167,2021,6,Cidade87,37229.77572,1 
Client #3675,XT660,Sub-Categoria 6,PDT167,2021,6,Cidade110,36132.70741,1 
Client #1557,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade58,27310.37203,1000 
Client #1194,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade81,36277.86071,1320 
Client #477,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade83,76303.43483,2740 
Client #2835,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade36,17111.34279,640 
Client #981,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade2,18813.19117,660 
Client #1517,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade85,14469.43433,540 
Client #2548,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade27,99637.30159,4000 
Client #2491,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade36,7501.699248,280 
Client #3471,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade21,5894.95008,220 
Client #1824,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade86,2456.530875,100 
Client #3441,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade21,1607.716916,60 
Client #154,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade29,12253.1022,440 
Client #3370,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade104,8961.135596,320 
Client #1977,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade25,11139.18789,400 
Client #3733,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade36,1071.673881,40 
Client #3733,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade36,6965.862307,260 
Client #1816,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade85,27331.61769,990 
Client #84,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade36,17684.8592,660 
Client #1489,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade85,4287.242124,160 
Client #1489,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade85,33221.80967,1240 
Client #3485,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade85,4823.141789,180 
Client #3173,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade10,19130.95316,700 
Client #795,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade3,11974.62363,430 
Client #795,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade3,1392.401847,50 
Client #2789,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade81,53763.8028,1600 
Client #1794,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade2,2186.394647,80 
Client #1073,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade85,3751.333498,140 
Client #977,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade85,8038.575622,300 
Client #215,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade81,5056.503575,180 
Client #2158,XT660,Sub-Categoria 6,PDT167,2021,8,Cidade85,8282.304861,300 
Client #1557,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade58,1286.325864,1 
Client #2486,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade9,32447.73636,1320 
Client #1211,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade91,10928.38898,400 
Client #1211,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade91,16397.95985,600 
Client #1211,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade91,7652.381266,280 
Client #1212,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade105,3826.190633,140 
Client #1212,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade105,8198.979927,300 
Client #2680,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade36,201954.7646,7640 
Client #3734,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade110,15053.86478,560 
Client #1912,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade55,17742.05493,660 
Client #3399,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade110,5376.38028,200 
Client #2677,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade2,3826.190633,140 
Client #3109,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade81,2702.17769,110 
Client #3505,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade81,58956.55282,2400 
Client #17,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade85,13664.96655,500 
Client #1002,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade47,3290.290968,1 
Client #286,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade105,17207.13197,700 
Client #993,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade57,4169.293301,1 
Client #1083,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade110,2150.552112,60 
Client #1083,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade110,3225.828168,120 
Client #1664,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade110,3932.347261,1 
Client #1472,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade110,20967.88309,780 
Client #1472,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade110,12903.31267,480 
Client #1816,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade85,25911.14218,990 
Client #1674,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade2,7652.381266,280 
Client #573,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade110,12365.67464,460 
Client #3246,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade2,18037.75584,660 
Client #2832,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade55,41935.76619,1560 
Client #2832,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade55,3763.466196,140 
Client #3363,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade55,40322.8521,1500 
Client #1789,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade32,7920.196689,300 
Client #1789,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade87,1056.028615,40 
Client #1789,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade87,12672.31649,480 
Client #2242,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade58,30645.3676,900 
Client #1476,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade81,195364.8636,7400 
Client #2828,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade2,30062.9264,1100 
Client #3666,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade31,15840.39338,600 
Client #1794,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade2,3279.591971,120 
Client #1488,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade74,32208.80106,1220 
Client #3355,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade85,956.2250754,30 
Client #2305,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade68,18817.33098,700 
Client #2031,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade110,8602.208449,320 
Client #925,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade17,11040.09224,400 
Client #485,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade81,58345.45551,2210 
Client #485,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade81,34056.85114,1290 
Client #2776,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade81,14739.14044,600 
Client #2776,XT660,Sub-Categoria 6,PDT167,2021,9,Cidade81,1965.219323,80 
Client #3678,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade88,8485.717673,360 
Client #1211,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade91,6844.346665,1 
Client #1212,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade105,31376.41665,1 
Client #3301,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade52,1290.331267,40 
Client #2302,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade66,18279.69295,600 
Client #2482,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade112,6335.232138,1 
Client #2055,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade79,6093.230984,200 
Client #1299,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade79,275.8191129,60 
Client #833,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade17,55143.74041,2000 
Client #2770,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade11,30722.34966,1140 
Client #2770,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade72,29088.26408,1080 
Client #987,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade110,2655.225001,1 
Client #1197,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade55,13697.26274,1 
Client #993,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade57,4099.489964,150 
Client #993,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade57,20161.42605,750 
Client #1037,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade52,2482.372016,540 
Client #2229,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade10,27329.93309,1000 
Client #1895,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade36,83046.78884,4120 
Client #2662,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade32,14516.22676,540 
Client #207,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade11,15842.40056,520 
Client #1831,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade101,2424.748014,1 
Client #487,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade46,591.4018308,20 
Client #1987,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade29,95968.388,3060 
Client #2545,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade86,3990.276691,1 
Client #3675,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade110,29559.97183,1 
Client #925,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade17,10806.52436,400 
Client #2855,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade81,4277.09845,180 
Client #2214,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade29,2766.116965,100 
Client #1749,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade74,2190.105207,1 
Client #1516,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade110,141.5839743,1 
Client #1516,XT660,Sub-Categoria 6,PDT167,2021,10,Cidade110,117.6701402,1 
Client #2486,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade9,30761.48551,1320 
Client #1212,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade105,10931.97324,400 
Client #1212,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade105,12478.57863,300 
Client #1212,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade105,8198.979927,300 
Client #3208,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade61,27419.53943,1020 
Client #2680,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade36,114131.5927,5420 
Client #2680,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade36,31586.23415,1500 
Client #2680,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade67,25268.98732,1200 
Client #833,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade17,55143.74041,2000 
Client #833,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade17,87678.54725,3180 
Client #833,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade17,82715.61061,3000 
Client #832,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade98,25366.12059,920 
Client #832,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade98,2757.18702,100 
Client #832,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade98,6617.248849,240 
Client #1269,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade2,3488.838188,1 
Client #324,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade86,1011.400357,1 
Client #874,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade68,4498.552712,1 
Client #286,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade105,16269.52359,700 
Client #1330,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade57,40222.47534,1 
Client #1330,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade57,134409.507,5000 
Client #1988,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade57,697.2683956,1 
Client #1988,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade57,3225.828168,120 
Client #857,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade73,20232.83531,1 
Client #1472,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade110,6642.981285,1 
Client #2789,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade81,16801.18838,500 
Client #125,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade61,5620.980946,1 
Client #1333,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade86,4460.764032,1 
Client #1333,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade77,6574.435458,1 
Client #413,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade81,4637.895758,1 
Client #774,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade10,3185.692028,1 
Client #774,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade10,91.85927965,1 
Client #774,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade10,12903.31267,480 
Client #678,XT660,Sub-Categoria 6,PDT167,2021,11,Cidade86,1820.520952,1 
Client #474,XT660,Sub-Categoria 6,PDT167,2021,12,Cidade23,27658.80011,960 
Client #1811,XT660,Sub-Categoria 6,PDT167,2021,12,Cidade52,18454.61074,600 
Client #3441,XT660,Sub-Categoria 6,PDT167,2021,12,Cidade21,4154.180249,160 
Client #154,XT660,Sub-Categoria 6,PDT167,2021,12,Cidade11,24286.8788,900 
Client #3359,XT660,Sub-Categoria 6,PDT167,2021,12,Cidade100,6007.530916,1 
Client #3759,XT660,Sub-Categoria 6,PDT167,2021,12,Cidade85,14020.35834,540 
Client #1749,XT660,Sub-Categoria 6,PDT167,2021,12,Cidade74,8279.625632,280 
Client #3505,XT660,Sub-Categoria 6,PDT168,2020,8,Cidade81,163185.7732,610 
Client #1917,XT660,Sub-Categoria 6,PDT168,2020,9,Cidade81,27879.75761,90 
Client #2770,XT660,Sub-Categoria 6,PDT168,2020,9,Cidade11,51825.77068,170 
Client #2429,XT660,Sub-Categoria 6,PDT168,2020,9,Cidade11,363469.7778,1200 
Client #2429,XT660,Sub-Categoria 6,PDT168,2020,9,Cidade11,363469.768,1200 
Client #2664,XT660,Sub-Categoria 6,PDT168,2020,9,Cidade66,22303.81985,72 
Client #3076,XT660,Sub-Categoria 6,PDT168,2020,9,Cidade81,49564.05614,160 
Client #2443,XT660,Sub-Categoria 6,PDT168,2020,9,Cidade11,38721.94621,125 
Client #2776,XT660,Sub-Categoria 6,PDT168,2020,9,Cidade81,31050.84491,120 
Client #1650,XT660,Sub-Categoria 6,PDT168,2020,9,Cidade93,212023.7846,700 
Client #1397,XT660,Sub-Categoria 6,PDT168,2020,9,Cidade74,22303.77068,72 
Client #835,XT660,Sub-Categoria 6,PDT168,2020,10,Cidade29,117492.7887,410 
Client #3363,XT660,Sub-Categoria 6,PDT168,2020,10,Cidade55,85557.07765,300 
Client #1197,XT660,Sub-Categoria 6,PDT168,2020,11,Cidade55,55228.33397,216 
Client #3760,XT660,Sub-Categoria 6,PDT168,2020,12,Cidade85,4704.67228,1 
Client #3760,XT660,Sub-Categoria 6,PDT168,2020,12,Cidade85,3121.070869,1 
Client #3760,XT660,Sub-Categoria 6,PDT168,2020,12,Cidade85,77.99456493,1 
Client #3760,XT660,Sub-Categoria 6,PDT168,2020,12,Cidade36,6952.628857,1 
Client #3760,XT660,Sub-Categoria 6,PDT168,2020,12,Cidade36,7177.437299,1 
Client #3760,XT660,Sub-Categoria 6,PDT168,2020,12,Cidade17,4014.227139,1 
Client #2770,XT660,Sub-Categoria 6,PDT168,2020,12,Cidade11,3886.373484,1 
Client #2770,XT660,Sub-Categoria 6,PDT168,2020,12,Cidade11,296.4501525,1 
Client #2770,XT660,Sub-Categoria 6,PDT168,2020,12,Cidade72,10953.12754,40 
Client #1650,XT660,Sub-Categoria 6,PDT168,2020,12,Cidade93,7688.556895,1 
Client #1650,XT660,Sub-Categoria 6,PDT168,2020,12,Cidade93,6429.84597,1 
Client #1650,XT660,Sub-Categoria 6,PDT168,2020,12,Cidade93,2028.301224,1 
Client #2770,XT660,Sub-Categoria 6,PDT168,2021,1,Cidade72,2414.423005,1 
Client #1917,XT660,Sub-Categoria 6,PDT168,2021,2,Cidade81,72.54363285,1 
Client #835,XT660,Sub-Categoria 6,PDT168,2021,2,Cidade29,611.6905973,1 
Client #2429,XT660,Sub-Categoria 6,PDT168,2021,4,Cidade11,25706.39918,1 
Client #2429,XT660,Sub-Categoria 6,PDT168,2021,4,Cidade11,23296.43928,1 
Client #2664,XT660,Sub-Categoria 6,PDT168,2021,4,Cidade66,4217.726909,1 
Client #3076,XT660,Sub-Categoria 6,PDT168,2021,4,Cidade81,9640.392946,1 
Client #2770,XT660,Sub-Categoria 6,PDT168,2021,5,Cidade11,10747.93293,1 
Client #2770,XT660,Sub-Categoria 6,PDT168,2021,5,Cidade72,1927.445409,1 
Client #2429,XT660,Sub-Categoria 6,PDT168,2021,6,Cidade11,23788.30634,1 
Client #386,XT660,Sub-Categoria 6,PDT168,2021,8,Cidade100,15421.83111,69 
Client #835,XT660,Sub-Categoria 6,PDT168,2021,8,Cidade29,117499.9299,480 
Client #834,XT660,Sub-Categoria 6,PDT168,2021,8,Cidade29,24075.78667,97 
Client #3505,XT660,Sub-Categoria 6,PDT168,2021,9,Cidade81,38882.62521,210 
Client #300,XT660,Sub-Categoria 6,PDT168,2021,9,Cidade90,4247.099959,20 
Client #2429,XT660,Sub-Categoria 6,PDT168,2021,9,Cidade11,336179.0055,1442 
Client #2429,XT660,Sub-Categoria 6,PDT168,2021,9,Cidade11,223342.2242,958 
Client #3061,XT660,Sub-Categoria 6,PDT168,2021,9,Cidade81,15076.5753,77 
Client #3654,XT660,Sub-Categoria 6,PDT168,2021,9,Cidade90,87065.57638,410 
Client #2443,XT660,Sub-Categoria 6,PDT168,2021,9,Cidade11,65268.45987,310 
Client #1397,XT660,Sub-Categoria 6,PDT168,2021,9,Cidade74,15368.70018,73 
Client #1964,XT660,Sub-Categoria 6,PDT168,2021,10,Cidade72,12246.33042,50 
Client #386,XT660,Sub-Categoria 6,PDT168,2021,10,Cidade100,14572.25507,69 
Client #2429,XT660,Sub-Categoria 6,PDT168,2021,10,Cidade11,33110.35583,1 
Client #2429,XT660,Sub-Categoria 6,PDT168,2021,10,Cidade11,22467.74638,1 
Client #1197,XT660,Sub-Categoria 6,PDT168,2021,10,Cidade55,5813.85521,1 
Client #1197,XT660,Sub-Categoria 6,PDT168,2021,10,Cidade55,5891.286216,1 
Client #1650,XT660,Sub-Categoria 6,PDT168,2021,10,Cidade93,24600.4891,1 
Client #1650,XT660,Sub-Categoria 6,PDT168,2021,10,Cidade93,18450.36722,1 
Client #1397,XT660,Sub-Categoria 6,PDT168,2021,10,Cidade74,4807.877984,1 
Client #1917,XT660,Sub-Categoria 6,PDT168,2021,11,Cidade81,6187.141561,1 
Client #924,XT660,Sub-Categoria 6,PDT168,2021,11,Cidade80,13934.09202,70 
Client #2443,XT660,Sub-Categoria 6,PDT168,2021,11,Cidade11,8548.815649,1 
Client #489,XT660,Sub-Categoria 6,PDT169,2020,1,Cidade60,63998.9721,8340 
Client #799,XT660,Sub-Categoria 6,PDT169,2020,3,Cidade91,7434.4095,840 
Client #108,XT660,Sub-Categoria 6,PDT169,2020,5,Cidade79,3402,540 
Client #874,XT660,Sub-Categoria 6,PDT169,2020,6,Cidade68,3123.48015,400 
Client #561,XT660,Sub-Categoria 6,PDT169,2020,6,Cidade91,9256.09545,1000 
Client #3116,XT660,Sub-Categoria 6,PDT169,2020,6,Cidade91,9256.09545,1000 
Client #108,XT660,Sub-Categoria 6,PDT169,2020,12,Cidade79,18.333,1 
Client #874,XT660,Sub-Categoria 6,PDT169,2021,9,Cidade68,887.93145,1 
Client #3190,XT660,Sub-Categoria 7,PDT170,2020,1,Cidade89,6388.56,120 
Client #1712,XT660,Sub-Categoria 7,PDT170,2020,2,Cidade110,2142.46524,40 
Client #1557,XT660,Sub-Categoria 7,PDT170,2020,6,Cidade58,224160,5000 
Client #477,XT660,Sub-Categoria 7,PDT170,2020,8,Cidade83,21575.4,420 
Client #477,XT660,Sub-Categoria 7,PDT170,2020,9,Cidade83,37500.1,730 
Client #154,XT660,Sub-Categoria 7,PDT170,2020,9,Cidade29,35959,700 
Client #2403,XT660,Sub-Categoria 7,PDT170,2020,9,Cidade77,1811.96,40 
Client #1557,XT660,Sub-Categoria 7,PDT170,2020,12,Cidade58,18680,400 
Client #1275,XT660,Sub-Categoria 7,PDT170,2020,12,Cidade31,37827,810 
Client #2605,XT660,Sub-Categoria 7,PDT170,2020,12,Cidade83,8755.14788,200 
Client #2913,XT660,Sub-Categoria 7,PDT170,2020,12,Cidade55,7472,160 
Client #1220,XT660,Sub-Categoria 7,PDT170,2020,12,Cidade109,9340,200 
Client #2871,XT660,Sub-Categoria 7,PDT170,2021,1,Cidade94,7096.736173,150 
Client #1083,XT660,Sub-Categoria 7,PDT170,2021,4,Cidade110,917.844545,20 
Client #1557,XT660,Sub-Categoria 7,PDT170,2021,7,Cidade58,121232.1247,3090 
Client #1557,XT660,Sub-Categoria 7,PDT170,2021,8,Cidade58,78641.9804,1910 
Client #784,XT660,Sub-Categoria 7,PDT170,2021,9,Cidade78,4731.384544,100 
Client #2403,XT660,Sub-Categoria 7,PDT170,2021,9,Cidade77,917.8918566,20 
Client #2242,XT660,Sub-Categoria 7,PDT170,2021,10,Cidade58,6623.639353,140 
Client #1557,XT660,Sub-Categoria 7,PDT170,2021,12,Cidade58,11966.30655,300 
Client #784,XT660,Sub-Categoria 7,PDT170,2021,12,Cidade78,8516.083408,180 
Client #2056,XT660,Sub-Categoria 7,PDT170,2021,12,Cidade23,7096.736173,150 
Client #830,XT660,Sub-Categoria 7,PDT170,2021,12,Cidade74,3499.149686,70 
Client #3490,XT660,Sub-Categoria 7,PDT170,2021,12,Cidade58,11354.77788,240 
Client #1171,XT660,Sub-Categoria 7,PDT170,2021,12,Cidade72,5204.273193,100 
Client #2180,XT660,Sub-Categoria 7,PDT170,2021,12,Cidade23,1892.462979,40 
Client #1557,XT660,Sub-Categoria 7,PDT172,2021,2,Cidade58,126019.8742,100 
Client #1557,XT660,Sub-Categoria 8,PDT173,2020,6,Cidade58,1852.231018,96 
Client #1816,XT660,Sub-Categoria 8,PDT173,2020,6,Cidade85,1218.768466,100 
Client #2689,XT660,Sub-Categoria 8,PDT173,2020,8,Cidade52,297.4765527,24 
Client #3503,XT660,Sub-Categoria 8,PDT173,2020,9,Cidade10,194.9962125,12 
Client #2462,XT660,Sub-Categoria 8,PDT173,2020,9,Cidade68,136.2008934,10 
Client #3015,XT660,Sub-Categoria 8,PDT173,2020,9,Cidade6,194.9962125,12 
Client #3015,XT660,Sub-Categoria 8,PDT173,2021,5,Cidade6,18289.96222,2000 
Client #2486,XT660,Sub-Categoria 8,PDT173,2021,6,Cidade9,2312.722708,220 
Client #2689,XT660,Sub-Categoria 8,PDT173,2021,6,Cidade52,74.1582885,1 
Client #1194,XT660,Sub-Categoria 8,PDT173,2021,8,Cidade81,2435.727888,228 
Client #2486,XT660,Sub-Categoria 8,PDT173,2021,8,Cidade9,2382.679935,220 
Client #981,XT660,Sub-Categoria 8,PDT173,2021,8,Cidade2,6155.624887,600 
Client #147,XT660,Sub-Categoria 8,PDT173,2021,8,Cidade2,1436.314383,140 
Client #1964,XT660,Sub-Categoria 8,PDT173,2021,8,Cidade72,4582.976501,400 
Client #1816,XT660,Sub-Categoria 8,PDT173,2021,8,Cidade85,2298.687343,200 
Client #735,XT660,Sub-Categoria 8,PDT173,2021,8,Cidade2,1231.121158,120 
